Timestamp,Convergence Distance,Gaze Origin X,Gaze Origin Y,Gaze Origin Z,Gaze Direction X,Gaze Direction Y,Gaze Direction Z,Fixation Point X,Fixation Point Y,Fixation Point Z,Fixation Confidence,Left Eye,Center Position X,Center Position Y,Center Position Z,Center Confidence,Forward Gaze Direction X,Forward Gaze Direction Y,Forward Gaze Direction Z,Gaze Rotation X,Gaze Rotation Y,Gaze Rotation Z,Is Closed/Blinking,Pupil Size (mm),Right Eye,Center Position X,Center Position Y,Center Position Z,Center Confidence,Forward Gaze Direction X,Forward Gaze Direction Y,Forward Gaze Direction Z,Gaze Rotation X,Gaze Rotation Y,Gaze Rotation Z,Is Closed/Blinking,Pupil Size (mm)
9.778503,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.789451,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.800514,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.811754,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.822562,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.833604,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.844981,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.856087,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.867102,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.878382,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.889089,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.900429,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.911902,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.923247,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.934594,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.946352,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.957589,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.968966,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.98069,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
9.991957,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.00356,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.015,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.02612,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.03755,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.04923,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.06044,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.07208,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.08325,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.09429,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.10547,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.1165,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.12748,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.13877,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.14977,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.16096,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.17204,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.1832,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.19424,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.20536,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.21635,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.22756,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.23908,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.2509,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.26271,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.27176,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.28273,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.29409,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.3055,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.31604,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.32716,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.33881,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.34954,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.3607,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.37194,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.38273,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.39406,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.40506,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.41627,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.42716,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.43841,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.44974,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.46063,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.47172,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.4827,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.49375,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.50487,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.51607,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.52711,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.53837,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.54931,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.56072,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.57163,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.58273,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.594,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.6051,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.61637,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.62697,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.63844,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.64953,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.66075,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.67175,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.68277,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.6939,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.70497,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.71629,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.72724,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.73866,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.74949,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.76058,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.77178,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.78285,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.79414,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.80519,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.81645,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.82733,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.83849,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.84969,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.86055,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.87164,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.88266,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.89391,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.90507,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.91628,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.9273,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.93838,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.94943,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.96051,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.97166,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.98268,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
10.99393,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.00528,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.01635,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.02717,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.03845,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.04952,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.06043,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.07164,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.08342,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.09383,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.10494,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.11622,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.12705,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.13827,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.14922,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.1606,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.17147,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.18258,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.19359,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.20493,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.21633,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.22695,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.23835,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.24927,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.26021,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.27164,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
11.28257,0,0,0,0,0,0,1,0,0,1,0,---,0,0,0,0,0,0,1,0,0,0,False,0,---,0,0,0,0,0,0,1,0,0,0,False,0
